IDCLIENTE,SEGMENTO,EDAD,PRODUCTO
3934455,A3,23 A 30 AÑOS,CTA & TC
3759282,A3,23 A 30 AÑOS,CTA
983670,A2,36 A 45 AÑOS,CTA
3147177,P2,EMPRESA,CTA & TC
369586,P2,EMPRESA,CTA & TC
3517396,P1,EMPRESA,CTA
4084734,A3,18 A 22 AÑOS,CTA
2700508,A3,23 A 30 AÑOS,CTA
4072244,A3,23 A 30 AÑOS,CTA
3868846,P2,EMPRESA,CTA & TC
436027,B1,EMPRESA,CTA
808590,P1,EMPRESA,CTA
120427,A2,MAYORES A 65 AÑOS,CTA
1126168,A3,36 A 45 AÑOS,CTA & TC
342331,A3,46 A 65 AÑOS,CTA & TC
415437,A3,MAYORES A 65 AÑOS,CTA
277281,P2,EMPRESA,CTA
686464,A1,MAYORES A 65 AÑOS,CTA & TC
845210,A1,MAYORES A 65 AÑOS,CTA & TC
2455529,A2,MAYORES A 65 AÑOS,CTA
414827,A1,MAYORES A 65 AÑOS,CTA
150405,A2,MAYORES A 65 AÑOS,CTA
150666,A2,MAYORES A 65 AÑOS,CTA
115518,A2,MAYORES A 65 AÑOS,CTA
328063,A3,MAYORES A 65 AÑOS,CTA
471990,A3,MAYORES A 65 AÑOS,CTA & TC
3696792,A1,MAYORES A 65 AÑOS,CTA & TC
1267907,A1,MAYORES A 65 AÑOS,CTA
2967611,A3,OTROS NO IDENTIFICADOS,CTA
3524039,A3,OTROS NO IDENTIFICADOS,CTA & TC
4089907,A3,46 A 65 AÑOS,CTA & TC
4392222,A1,36 A 45 AÑOS,CTA
1285093,A3,36 A 45 AÑOS,CTA
1469417,A2,36 A 45 AÑOS,CTA & TC
1380300,A3,36 A 45 AÑOS,CTA
3814708,A3,36 A 45 AÑOS,CTA
3218700,A1,36 A 45 AÑOS,CTA & TC
1713796,A2,36 A 45 AÑOS,CTA
1953568,A2,36 A 45 AÑOS,CTA
1261712,A2,36 A 45 AÑOS,CTA & TC
1148380,A3,36 A 45 AÑOS,CTA
3118216,A3,36 A 45 AÑOS,CTA
1621988,A2,36 A 45 AÑOS,CTA & TC
1650466,A2,36 A 45 AÑOS,CTA
1333419,A3,46 A 65 AÑOS,CTA & TC
2060855,A1,46 A 65 AÑOS,CTA & TC
962396,A2,46 A 65 AÑOS,CTA
964861,A2,46 A 65 AÑOS,CTA & TC
1644718,A2,46 A 65 AÑOS,CTA
671185,A2,46 A 65 AÑOS,CTA
3434295,A3,23 A 30 AÑOS,CTA
3692221,A3,23 A 30 AÑOS,CTA
3793547,A3,23 A 30 AÑOS,CTA & TC
4259117,A3,23 A 30 AÑOS,CTA
2193717,A3,23 A 30 AÑOS,CTA
110785,A3,46 A 65 AÑOS,CTA
3169945,P2,EMPRESA,CTA & TC
512066,A2,MAYORES A 65 AÑOS,CTA
699609,A2,MAYORES A 65 AÑOS,CTA & TC
155511,A2,MAYORES A 65 AÑOS,TC
4219890,A3,MAYORES A 65 AÑOS,CTA
24837,A2,MAYORES A 65 AÑOS,CTA
323401,A3,MAYORES A 65 AÑOS,CTA
747061,A2,MAYORES A 65 AÑOS,CTA
2371913,A1,MAYORES A 65 AÑOS,CTA & TC
1270268,A3,MAYORES A 65 AÑOS,CTA & TC
3040680,A2,MAYORES A 65 AÑOS,CTA
1297366,A2,MAYORES A 65 AÑOS,CTA
374729,A3,MAYORES A 65 AÑOS,CTA
934487,A1,MAYORES A 65 AÑOS,CTA
700833,A2,MAYORES A 65 AÑOS,CTA
716928,A2,MAYORES A 65 AÑOS,CTA
734763,A2,MAYORES A 65 AÑOS,CTA
528282,A1,MAYORES A 65 AÑOS,CTA
2615862,A3,MAYORES A 65 AÑOS,CTA
409154,A2,MAYORES A 65 AÑOS,CTA
207675,A2,46 A 65 AÑOS,CTA & TC
410298,A1,46 A 65 AÑOS,TC
349253,A1,46 A 65 AÑOS,CTA & TC
586498,P2,EMPRESA,CTA & TC
502572,A3,MAYORES A 65 AÑOS,CTA
6749,A3,36 A 45 AÑOS,CTA
761109,A3,36 A 45 AÑOS,CTA
814005,A3,36 A 45 AÑOS,CTA
1437317,A3,36 A 45 AÑOS,CTA
99651,A2,36 A 45 AÑOS,CTA
667641,A2,46 A 65 AÑOS,CTA & TC
1332402,A2,36 A 45 AÑOS,CTA & TC
1717090,A3,36 A 45 AÑOS,CTA
4087843,A2,36 A 45 AÑOS,CTA
1156196,A3,36 A 45 AÑOS,CTA
974772,A2,36 A 45 AÑOS,CTA & TC
1026769,A3,36 A 45 AÑOS,CTA & TC
1170638,A1,46 A 65 AÑOS,CTA & TC
3498745,A2,23 A 30 AÑOS,CTA
2514089,A3,23 A 30 AÑOS,CTA & TC
3422704,A2,23 A 30 AÑOS,CTA
2690018,A3,31 A 35 AÑOS,CTA & TC
1964555,A3,31 A 35 AÑOS,CTA
2871847,A3,23 A 30 AÑOS,CTA & TC
2694599,A3,31 A 35 AÑOS,CTA
1802564,A2,23 A 30 AÑOS,CTA & TC
3982588,A3,18 A 22 AÑOS,CTA & TC
4045041,A3,18 A 22 AÑOS,CTA & TC
3055223,P2,EMPRESA,CTA & TC
3151300,P1,EMPRESA,CTA
734163,P1,EMPRESA,CTA
915616,P2,EMPRESA,CTA
490830,P2,EMPRESA,CTA
507769,A3,MAYORES A 65 AÑOS,CTA
1079939,B1,EMPRESA,CTA
1001708,A1,46 A 65 AÑOS,CTA & TC
956718,B1,EMPRESA,CTA & TC
1832926,A2,46 A 65 AÑOS,CTA
451859,A2,46 A 65 AÑOS,CTA & TC
544166,A1,46 A 65 AÑOS,CTA & TC
413637,A2,46 A 65 AÑOS,CTA
173332,A3,46 A 65 AÑOS,CTA
282470,A1,46 A 65 AÑOS,CTA
677538,A3,36 A 45 AÑOS,CTA & TC
1608747,A3,46 A 65 AÑOS,CTA
1179212,A3,46 A 65 AÑOS,CTA
1135074,A2,46 A 65 AÑOS,CTA & TC
383536,A3,46 A 65 AÑOS,CTA
577186,A2,MAYORES A 65 AÑOS,CTA & TC
341010,A3,MAYORES A 65 AÑOS,CTA
389353,B1,EMPRESA,CTA
1285191,A2,MAYORES A 65 AÑOS,CTA
1064936,P1,EMPRESA,CTA
43671,A3,MAYORES A 65 AÑOS,CTA
115910,A2,MAYORES A 65 AÑOS,CTA
3168180,A3,MAYORES A 65 AÑOS,CTA
138228,A1,MAYORES A 65 AÑOS,CTA & TC
96816,A2,MAYORES A 65 AÑOS,CTA
1625638,A2,46 A 65 AÑOS,CTA
452554,A1,46 A 65 AÑOS,CTA & TC
507770,A3,46 A 65 AÑOS,CTA
658715,A3,46 A 65 AÑOS,TC
1120620,A2,46 A 65 AÑOS,CTA & TC
1079643,A3,46 A 65 AÑOS,CTA
1270753,A3,46 A 65 AÑOS,TC
974218,A3,46 A 65 AÑOS,CTA
1577077,A3,46 A 65 AÑOS,CTA
1371409,A3,46 A 65 AÑOS,CTA
357071,A1,46 A 65 AÑOS,CTA
963264,A2,36 A 45 AÑOS,CTA & TC
3296037,A1,23 A 30 AÑOS,CTA
3333969,B1,EMPRESA,CTA & TC
3608309,A3,31 A 35 AÑOS,CTA
3077754,A2,23 A 30 AÑOS,CTA
4123455,A3,23 A 30 AÑOS,CTA
3030359,A3,23 A 30 AÑOS,CTA
4059279,A3,23 A 30 AÑOS,CTA & TC
4057976,A3,18 A 22 AÑOS,CTA
3973702,A3,23 A 30 AÑOS,CTA
4109828,A3,18 A 22 AÑOS,CTA & TC
890003,B1,EMPRESA,CTA & TC
2737720,P2,EMPRESA,CTA
700144,A2,MAYORES A 65 AÑOS,CTA
718066,A2,MAYORES A 65 AÑOS,CTA
898069,A3,MAYORES A 65 AÑOS,CTA
814628,A2,MAYORES A 65 AÑOS,CTA & TC
3066475,P2,EMPRESA,CTA
911233,A3,MAYORES A 65 AÑOS,CTA
232257,A3,MAYORES A 65 AÑOS,CTA
187974,A3,MAYORES A 65 AÑOS,CTA
2777685,A3,MAYORES A 65 AÑOS,CTA
427601,A3,MAYORES A 65 AÑOS,CTA
3320506,A3,OTROS NO IDENTIFICADOS,CTA & TC
3289669,A2,36 A 45 AÑOS,CTA
70917,A2,46 A 65 AÑOS,CTA
1080315,A2,46 A 65 AÑOS,CTA
1081214,A2,46 A 65 AÑOS,CTA & TC
2207155,A1,46 A 65 AÑOS,CTA & TC
651513,A1,46 A 65 AÑOS,CTA & TC
971220,A3,36 A 45 AÑOS,CTA
2573830,A2,36 A 45 AÑOS,CTA & TC
2043611,A3,36 A 45 AÑOS,CTA
3804837,B1,EMPRESA,CTA
754066,A2,46 A 65 AÑOS,CTA & TC
1201101,A2,46 A 65 AÑOS,CTA & TC
1437912,A2,46 A 65 AÑOS,CTA & TC
620759,A1,46 A 65 AÑOS,CTA
484923,A1,46 A 65 AÑOS,CTA & TC
242497,A1,46 A 65 AÑOS,CTA
631081,A2,36 A 45 AÑOS,CTA & TC
2726089,A1,36 A 45 AÑOS,CTA & TC
3945740,A1,36 A 45 AÑOS,CTA & TC
2814128,A2,36 A 45 AÑOS,CTA
2260312,A3,36 A 45 AÑOS,CTA
536485,A3,36 A 45 AÑOS,CTA
3695412,A3,36 A 45 AÑOS,CTA
3677809,A2,36 A 45 AÑOS,CTA
4108606,A3,23 A 30 AÑOS,CTA
4216921,A3,23 A 30 AÑOS,CTA
3961361,A3,23 A 30 AÑOS,CTA
4232018,A3,23 A 30 AÑOS,CTA
4019506,A3,23 A 30 AÑOS,CTA & TC
3721154,A3,23 A 30 AÑOS,CTA
3827990,A3,23 A 30 AÑOS,CTA & TC
1439833,A2,31 A 35 AÑOS,CTA & TC
262216,A3,MAYORES A 65 AÑOS,CTA
316156,A1,MAYORES A 65 AÑOS,CTA & TC
174878,A2,MAYORES A 65 AÑOS,CTA & TC
7055,A1,MAYORES A 65 AÑOS,CTA & TC
323126,A1,MAYORES A 65 AÑOS,CTA & TC
3033884,A3,MAYORES A 65 AÑOS,CTA
551646,A3,MAYORES A 65 AÑOS,CTA
724718,A2,MAYORES A 65 AÑOS,CTA
670749,A2,MAYORES A 65 AÑOS,CTA & TC
698125,P2,EMPRESA,CTA & TC
624784,A2,MAYORES A 65 AÑOS,CTA
737842,A3,MAYORES A 65 AÑOS,CTA & TC
786359,A2,MAYORES A 65 AÑOS,CTA
20011,A2,MAYORES A 65 AÑOS,CTA
164121,A2,MAYORES A 65 AÑOS,CTA
188104,A1,MAYORES A 65 AÑOS,CTA & TC
216436,A2,MAYORES A 65 AÑOS,CTA
79237,A3,MAYORES A 65 AÑOS,CTA
399697,A3,46 A 65 AÑOS,CTA
2149452,A2,46 A 65 AÑOS,CTA
2696853,A3,46 A 65 AÑOS,CTA
3614094,A1,46 A 65 AÑOS,CTA & TC
3343945,A2,46 A 65 AÑOS,CTA & TC
2990464,A3,46 A 65 AÑOS,CTA
1277235,A2,46 A 65 AÑOS,CTA & TC
368342,A1,46 A 65 AÑOS,CTA & TC
143911,A1,46 A 65 AÑOS,CTA
3479993,A3,46 A 65 AÑOS,CTA
3212754,A2,46 A 65 AÑOS,CTA
2465177,A3,46 A 65 AÑOS,CTA
1160880,A2,46 A 65 AÑOS,CTA & TC
657110,A3,46 A 65 AÑOS,CTA
900267,A1,36 A 45 AÑOS,CTA & TC
950292,A2,36 A 45 AÑOS,CTA
767302,A2,36 A 45 AÑOS,CTA
960413,A1,36 A 45 AÑOS,CTA & TC
1793769,A3,36 A 45 AÑOS,CTA
820054,A3,36 A 45 AÑOS,CTA
609495,A1,46 A 65 AÑOS,CTA & TC
741520,A2,46 A 65 AÑOS,CTA & TC
707039,A3,46 A 65 AÑOS,CTA
2588065,A2,46 A 65 AÑOS,CTA
3994828,A2,46 A 65 AÑOS,CTA
449058,A2,46 A 65 AÑOS,CTA
552095,A1,46 A 65 AÑOS,CTA
555169,A1,46 A 65 AÑOS,CTA
1696069,A2,46 A 65 AÑOS,CTA & TC
2121939,A3,23 A 30 AÑOS,CTA & TC
4355228,B1,EMPRESA,CTA
1240069,A3,46 A 65 AÑOS,CTA
1209474,A3,46 A 65 AÑOS,CTA
3748596,A2,46 A 65 AÑOS,CTA & TC
3714260,A2,46 A 65 AÑOS,CTA
3854214,E2,EMPRESA,CTA
1319389,B1,EMPRESA,CTA
360634,A1,MAYORES A 65 AÑOS,CTA & TC
390736,A3,MAYORES A 65 AÑOS,TC
1330827,A1,MAYORES A 65 AÑOS,CTA & TC
1935477,A3,MAYORES A 65 AÑOS,CTA
381292,A1,MAYORES A 65 AÑOS,CTA & TC
1350182,A3,MAYORES A 65 AÑOS,CTA
2680797,A3,23 A 30 AÑOS,CTA & TC
3668794,A3,46 A 65 AÑOS,CTA
3535249,A1,46 A 65 AÑOS,CTA
3464274,A2,46 A 65 AÑOS,CTA
1691552,A2,46 A 65 AÑOS,CTA
1384670,A2,46 A 65 AÑOS,CTA
1477876,A2,46 A 65 AÑOS,CTA & TC
1699233,A3,46 A 65 AÑOS,CTA
1670001,P2,EMPRESA,CTA
1533265,A1,46 A 65 AÑOS,CTA
1351047,A3,36 A 45 AÑOS,CTA
331355,A2,36 A 45 AÑOS,CTA & TC
1765984,A2,36 A 45 AÑOS,CTA & TC
1808469,A2,36 A 45 AÑOS,CTA
1064945,A2,46 A 65 AÑOS,CTA & TC
4306282,A2,46 A 65 AÑOS,CTA
1259191,A3,36 A 45 AÑOS,CTA & TC
3965108,A3,23 A 30 AÑOS,CTA
2793264,A3,23 A 30 AÑOS,CTA
2869797,A3,23 A 30 AÑOS,CTA
3533789,A2,23 A 30 AÑOS,CTA & TC
4205577,A3,23 A 30 AÑOS,CTA
3774524,B1,EMPRESA,CTA
287402,B1,EMPRESA,CTA
3421715,A3,36 A 45 AÑOS,CTA
4302099,B1,EMPRESA,CTA
774111,A3,46 A 65 AÑOS,CTA
999412,A1,46 A 65 AÑOS,CTA
781390,A1,46 A 65 AÑOS,CTA & TC
783391,B1,EMPRESA,CTA
1721980,A3,46 A 65 AÑOS,CTA
460479,A1,46 A 65 AÑOS,CTA & TC
380526,B1,EMPRESA,CTA
471175,A1,46 A 65 AÑOS,CTA & TC
430169,A1,46 A 65 AÑOS,CTA
437390,A3,46 A 65 AÑOS,CTA
442146,A2,46 A 65 AÑOS,CTA & TC
1082675,A2,36 A 45 AÑOS,CTA
105438,A2,36 A 45 AÑOS,CTA
3314006,A1,36 A 45 AÑOS,CTA & TC
873431,A2,36 A 45 AÑOS,CTA & TC
942509,A1,36 A 45 AÑOS,CTA & TC
2869837,A3,46 A 65 AÑOS,CTA
603536,A2,46 A 65 AÑOS,CTA
613512,A3,46 A 65 AÑOS,CTA
1109992,A2,46 A 65 AÑOS,CTA
660637,A3,46 A 65 AÑOS,CTA
1203461,A2,36 A 45 AÑOS,CTA & TC
2887405,A3,46 A 65 AÑOS,CTA
15878,A2,46 A 65 AÑOS,CTA
1049087,A2,46 A 65 AÑOS,CTA
1096792,A2,46 A 65 AÑOS,CTA & TC
1739349,A3,46 A 65 AÑOS,CTA
1563116,A3,46 A 65 AÑOS,CTA
307735,A1,46 A 65 AÑOS,CTA
541736,A2,MAYORES A 65 AÑOS,CTA
633086,A1,46 A 65 AÑOS,CTA
404943,A1,46 A 65 AÑOS,CTA & TC
173958,A1,46 A 65 AÑOS,CTA
764405,A1,46 A 65 AÑOS,CTA & TC
3184661,A2,23 A 30 AÑOS,CTA
3529964,A3,23 A 30 AÑOS,CTA
3711504,A3,23 A 30 AÑOS,CTA
3626555,A3,31 A 35 AÑOS,CTA
2897574,A3,31 A 35 AÑOS,CTA
1493360,A2,31 A 35 AÑOS,CTA & TC
3565308,A2,36 A 45 AÑOS,CTA
3592778,A3,31 A 35 AÑOS,CTA
3724699,A2,31 A 35 AÑOS,CTA & TC
2933196,A2,23 A 30 AÑOS,CTA
2984594,A3,23 A 30 AÑOS,CTA
3003357,A2,23 A 30 AÑOS,CTA
2901103,A1,31 A 35 AÑOS,CTA
324239,P2,EMPRESA,CTA
336274,A3,46 A 65 AÑOS,CTA
1836191,A2,MAYORES A 65 AÑOS,CTA
458967,B1,EMPRESA,CTA
605069,A2,MAYORES A 65 AÑOS,CTA
250167,A2,MAYORES A 65 AÑOS,CTA
393514,A2,MAYORES A 65 AÑOS,CTA
618322,A3,MAYORES A 65 AÑOS,CTA
215976,A2,MAYORES A 65 AÑOS,CTA & TC
1183025,B1,EMPRESA,CTA
968831,P2,EMPRESA,CTA
1735353,A2,46 A 65 AÑOS,CTA
879387,A3,46 A 65 AÑOS,CTA
646921,A2,36 A 45 AÑOS,CTA & TC
575291,P2,EMPRESA,CTA
1919717,P2,EMPRESA,CTA & TC
1194021,A2,MAYORES A 65 AÑOS,CTA
1196485,P2,EMPRESA,CTA & TC
1162261,P2,EMPRESA,CTA
321990,A2,MAYORES A 65 AÑOS,CTA & TC
410907,E1,EMPRESA,CTA & TC
430685,B1,EMPRESA,CTA
494164,A2,MAYORES A 65 AÑOS,CTA
409513,A1,46 A 65 AÑOS,CTA & TC
1244099,A2,46 A 65 AÑOS,CTA & TC
1010622,A3,46 A 65 AÑOS,CTA
488041,A2,46 A 65 AÑOS,CTA
495697,A2,46 A 65 AÑOS,CTA
1304189,A1,46 A 65 AÑOS,CTA
3393551,A2,36 A 45 AÑOS,CTA
1434039,A3,36 A 45 AÑOS,CTA
633472,A1,36 A 45 AÑOS,CTA & TC
919731,A2,36 A 45 AÑOS,CTA & TC
743440,A1,36 A 45 AÑOS,CTA & TC
3602244,B1,EMPRESA,CTA
3921333,A3,31 A 35 AÑOS,CTA
3967124,A3,31 A 35 AÑOS,CTA
2524907,A1,31 A 35 AÑOS,CTA & TC
1543492,A1,31 A 35 AÑOS,CTA & TC
4079006,B1,EMPRESA,CTA & TC
3491118,A3,31 A 35 AÑOS,TC
1301321,A3,31 A 35 AÑOS,CTA & TC
1789915,A3,31 A 35 AÑOS,CTA
4304277,A3,23 A 30 AÑOS,CTA
1803768,B1,EMPRESA,CTA
919816,B1,EMPRESA,CTA & TC
4343098,B1,EMPRESA,CTA
4189789,A2,23 A 30 AÑOS,CTA & TC
3810405,A2,46 A 65 AÑOS,CTA
2740410,A2,46 A 65 AÑOS,CTA
3818670,A1,46 A 65 AÑOS,CTA & TC
4333649,A2,46 A 65 AÑOS,CTA
1035232,A3,46 A 65 AÑOS,CTA
905921,B1,EMPRESA,CTA
113228,A2,46 A 65 AÑOS,CTA
51980,A2,46 A 65 AÑOS,CTA
2594304,A3,46 A 65 AÑOS,CTA
889007,A3,36 A 45 AÑOS,CTA & TC
666084,A3,36 A 45 AÑOS,CTA
767700,A2,36 A 45 AÑOS,CTA
2056884,A3,36 A 45 AÑOS,CTA & TC
989321,A2,46 A 65 AÑOS,CTA
1315571,A2,46 A 65 AÑOS,CTA
520884,A1,46 A 65 AÑOS,CTA & TC
480487,A3,MAYORES A 65 AÑOS,CTA
874539,A2,MAYORES A 65 AÑOS,CTA
436958,A1,46 A 65 AÑOS,CTA
1944241,A2,MAYORES A 65 AÑOS,CTA
435011,A2,MAYORES A 65 AÑOS,CTA & TC
448065,A2,MAYORES A 65 AÑOS,CTA
546433,A1,MAYORES A 65 AÑOS,CTA & TC
408013,A2,MAYORES A 65 AÑOS,CTA & TC
159369,A2,MAYORES A 65 AÑOS,CTA
1617969,A3,MAYORES A 65 AÑOS,CTA
3031353,A3,MAYORES A 65 AÑOS,CTA
1780904,A3,MAYORES A 65 AÑOS,CTA
297580,A1,MAYORES A 65 AÑOS,CTA
636391,A3,OTROS NO IDENTIFICADOS,CTA & TC
377098,A3,OTROS NO IDENTIFICADOS,CTA & TC
595468,B1,EMPRESA,CTA
770222,A2,46 A 65 AÑOS,CTA
734581,A2,46 A 65 AÑOS,CTA & TC
4284012,A3,46 A 65 AÑOS,CTA
1338175,A2,46 A 65 AÑOS,CTA
1111224,B1,EMPRESA,CTA
1774609,A2,46 A 65 AÑOS,CTA & TC
1776842,A3,46 A 65 AÑOS,CTA & TC
613707,A2,46 A 65 AÑOS,CTA
615360,A2,46 A 65 AÑOS,CTA & TC
437155,A2,46 A 65 AÑOS,CTA
583779,A1,46 A 65 AÑOS,CTA & TC
569576,A2,46 A 65 AÑOS,CTA
757206,A2,46 A 65 AÑOS,CTA & TC
154035,A3,46 A 65 AÑOS,CTA
436379,A2,46 A 65 AÑOS,TC
484084,A1,46 A 65 AÑOS,CTA & TC
467293,A1,46 A 65 AÑOS,CTA
140347,A2,MAYORES A 65 AÑOS,CTA
421763,A3,46 A 65 AÑOS,CTA & TC
751725,A3,46 A 65 AÑOS,CTA & TC
800503,A2,46 A 65 AÑOS,CTA & TC
2689915,A3,36 A 45 AÑOS,CTA
2930953,A3,36 A 45 AÑOS,CTA & TC
4218469,A3,23 A 30 AÑOS,CTA
3330219,A3,23 A 30 AÑOS,CTA
3441945,A3,23 A 30 AÑOS,CTA & TC
4056513,A3,23 A 30 AÑOS,CTA
4303421,B1,EMPRESA,CTA
3635676,B1,EMPRESA,CTA
3478516,A3,23 A 30 AÑOS,CTA
91143,B1,EMPRESA,CTA
3554758,P1,EMPRESA,CTA & TC
2489366,P1,EMPRESA,CTA & TC
402894,A2,46 A 65 AÑOS,CTA & TC
916581,P1,EMPRESA,CTA & TC
3839821,E1,EMPRESA,CTA
2762012,P1,EMPRESA,CTA
3749014,A2,46 A 65 AÑOS,CTA
3871394,A2,MAYORES A 65 AÑOS,CTA
928877,A2,46 A 65 AÑOS,CTA
1110562,A1,46 A 65 AÑOS,CTA & TC
865038,A3,46 A 65 AÑOS,CTA
2523849,A3,46 A 65 AÑOS,CTA
911728,A3,46 A 65 AÑOS,CTA & TC
835168,A3,46 A 65 AÑOS,CTA
2936226,A2,46 A 65 AÑOS,CTA & TC
952905,A2,46 A 65 AÑOS,CTA
998957,A3,46 A 65 AÑOS,CTA
3091202,A2,46 A 65 AÑOS,CTA
3177738,A2,46 A 65 AÑOS,CTA
4084733,P2,EMPRESA,CTA
564393,A1,46 A 65 AÑOS,CTA & TC
441622,A3,46 A 65 AÑOS,CTA
37119,A3,46 A 65 AÑOS,CTA
327826,A2,46 A 65 AÑOS,CTA
90363,B1,EMPRESA,CTA
2180741,A3,46 A 65 AÑOS,CTA
2891454,A3,46 A 65 AÑOS,CTA
4382455,A3,46 A 65 AÑOS,CTA
443235,B1,EMPRESA,CTA & TC
1095038,A2,46 A 65 AÑOS,CTA & TC
4258658,A3,36 A 45 AÑOS,CTA
850558,A2,36 A 45 AÑOS,CTA & TC
975722,A2,36 A 45 AÑOS,CTA
1476636,A3,46 A 65 AÑOS,CTA
55894,A2,46 A 65 AÑOS,CTA & TC
416712,A2,46 A 65 AÑOS,TC
3260528,A2,23 A 30 AÑOS,CTA
3240692,A3,23 A 30 AÑOS,CTA & TC
3495169,A3,23 A 30 AÑOS,TC
1651889,A3,31 A 35 AÑOS,CTA
3746149,A3,23 A 30 AÑOS,CTA
3463834,A1,23 A 30 AÑOS,CTA
1655815,A1,31 A 35 AÑOS,CTA & TC
1126584,A3,36 A 45 AÑOS,CTA
178649,A2,MAYORES A 65 AÑOS,CTA
3343407,A3,MAYORES A 65 AÑOS,CTA
99011,P2,EMPRESA,CTA & TC
460815,A1,MAYORES A 65 AÑOS,CTA
3611717,P1,EMPRESA,CTA & TC
1162383,P1,EMPRESA,CTA
983221,P1,EMPRESA,CTA & TC
3968399,A2,46 A 65 AÑOS,CTA & TC
1812904,A3,MAYORES A 65 AÑOS,CTA
236885,A3,46 A 65 AÑOS,CTA
614175,A3,46 A 65 AÑOS,CTA
946167,A2,46 A 65 AÑOS,CTA
906930,A3,46 A 65 AÑOS,CTA & TC
1313655,A3,46 A 65 AÑOS,CTA & TC
587031,A2,46 A 65 AÑOS,CTA
895272,A3,46 A 65 AÑOS,CTA & TC
3087083,A1,46 A 65 AÑOS,CTA & TC
1182503,A3,46 A 65 AÑOS,CTA
1280088,A3,46 A 65 AÑOS,CTA
1529847,A3,46 A 65 AÑOS,CTA
1063023,A3,46 A 65 AÑOS,CTA & TC
508216,A3,46 A 65 AÑOS,CTA
1439444,B1,EMPRESA,CTA & TC
2023,A3,46 A 65 AÑOS,CTA
30249,A2,MAYORES A 65 AÑOS,CTA
282143,A3,MAYORES A 65 AÑOS,CTA
3842659,A3,23 A 30 AÑOS,CTA
3944333,A3,31 A 35 AÑOS,CTA
1232086,A2,36 A 45 AÑOS,CTA
1282981,A2,36 A 45 AÑOS,CTA
1677475,A3,36 A 45 AÑOS,CTA
1515658,P2,EMPRESA,CTA
1345863,A3,46 A 65 AÑOS,CTA
3946408,A2,36 A 45 AÑOS,CTA & TC
2012844,A1,36 A 45 AÑOS,CTA & TC
3936218,A3,36 A 45 AÑOS,CTA & TC
911787,A1,36 A 45 AÑOS,TC
3901140,A3,36 A 45 AÑOS,CTA
3695237,A3,23 A 30 AÑOS,CTA
3074957,A2,23 A 30 AÑOS,CTA
3311204,A3,23 A 30 AÑOS,CTA & TC
2964997,A2,MAYORES A 65 AÑOS,CTA
1302358,P1,EMPRESA,CTA & TC
308520,P2,EMPRESA,CTA & TC
1916283,P1,EMPRESA,CTA
3426063,P1,EMPRESA,CTA
487142,E3,EMPRESA,CTA & TC
388488,E3,EMPRESA,CTA
470891,B1,EMPRESA,CTA
532616,A1,MAYORES A 65 AÑOS,CTA
591718,A3,MAYORES A 65 AÑOS,CTA
963816,A1,MAYORES A 65 AÑOS,CTA
487055,A1,MAYORES A 65 AÑOS,CTA & TC
544214,A1,MAYORES A 65 AÑOS,CTA
591832,A3,MAYORES A 65 AÑOS,TC
1397375,A2,46 A 65 AÑOS,CTA
4133478,A3,18 A 22 AÑOS,CTA
1653757,A2,46 A 65 AÑOS,CTA & TC
558112,A3,46 A 65 AÑOS,CTA
3605229,A2,46 A 65 AÑOS,CTA
19710,A1,46 A 65 AÑOS,CTA
276055,A2,46 A 65 AÑOS,CTA & TC
301517,A2,MAYORES A 65 AÑOS,CTA & TC
314425,A1,46 A 65 AÑOS,CTA
371671,A1,46 A 65 AÑOS,CTA & TC
194191,A3,46 A 65 AÑOS,CTA
427956,A1,46 A 65 AÑOS,CTA
670802,A2,MAYORES A 65 AÑOS,CTA & TC
983905,A2,36 A 45 AÑOS,CTA
898075,A3,36 A 45 AÑOS,CTA
938994,A1,36 A 45 AÑOS,CTA
2008256,A3,31 A 35 AÑOS,CTA
1817383,A3,31 A 35 AÑOS,CTA
1120189,A3,36 A 45 AÑOS,CTA
2727178,A3,23 A 30 AÑOS,CTA
3275129,A2,23 A 30 AÑOS,CTA & TC
1517884,A3,MAYORES A 65 AÑOS,CTA
259174,A2,MAYORES A 65 AÑOS,CTA
306966,A2,MAYORES A 65 AÑOS,CTA
37892,A2,MAYORES A 65 AÑOS,CTA
238464,A3,MAYORES A 65 AÑOS,CTA
529450,A1,MAYORES A 65 AÑOS,CTA
3988520,A3,MAYORES A 65 AÑOS,CTA
1095933,P2,EMPRESA,CTA
2142469,A3,46 A 65 AÑOS,CTA
2143919,A3,46 A 65 AÑOS,CTA
34119,A2,46 A 65 AÑOS,CTA
78576,A3,46 A 65 AÑOS,CTA
120800,A2,46 A 65 AÑOS,CTA & TC
810400,A3,46 A 65 AÑOS,CTA
830671,A1,46 A 65 AÑOS,CTA
841227,A1,46 A 65 AÑOS,CTA
288980,A2,46 A 65 AÑOS,CTA & TC
662587,A2,46 A 65 AÑOS,CTA & TC
868081,A3,46 A 65 AÑOS,CTA
719548,A2,MAYORES A 65 AÑOS,CTA
3251234,A3,MAYORES A 65 AÑOS,CTA
42704,A3,MAYORES A 65 AÑOS,CTA & TC
1106242,B1,EMPRESA,CTA
4286559,A3,18 A 22 AÑOS,CTA
4357481,A3,18 A 22 AÑOS,CTA
4333802,A3,23 A 30 AÑOS,CTA
422921,A2,MAYORES A 65 AÑOS,CTA & TC
